公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
002476,<a href='http://www.szse.cn/certificate/individual/index.html?code=002476' target='_blank'><u>宝莫股份</u></a>,山东宝莫生物化工股份有限公司,"SHANDONG POLYMER BIOCHEMICALS CO.,LTD.",山东省东营市东营区西四路892号,002476,宝莫股份,2010-09-15,"612,000,000","586,304,840",,,,0,0,华东,山东,东营市,C 制造业,www.slcapam.com
002477,<a href='http://www.szse.cn/certificate/individual/index.html?code=002477' target='_blank'><u>雏鹰农牧</u></a>,雏鹰农牧集团股份有限公司,"CHUYING AGRO-PASTORAL GROUP CO.,LTD",河南省新郑市薛店镇,002477,雏鹰农牧,2010-09-15,"3,135,159,630","1,970,676,602",,,,0,0,华中,河南,郑州市,A 农林牧渔,www.chu-ying.com
002478,<a href='http://www.szse.cn/certificate/individual/index.html?code=002478' target='_blank'><u>常宝股份</u></a>,江苏常宝钢管股份有限公司,"Jiangsu Changbao Steeltube Co., Ltd.",江苏省常州市延陵东路558号,002478,常宝股份,2010-09-21,"987,393,559","614,277,315",,,,0,0,华东,江苏,常州市,C 制造业,www.cbsteeltube.com
002479,<a href='http://www.szse.cn/certificate/individual/index.html?code=002479' target='_blank'><u>富春环保</u></a>,浙江富春江环保热电股份有限公司,"Zhejiang Fuchunjiang Environmental Thermoelectric Co.,LTD.",浙江省富阳市灵桥镇春永路188号,002479,富春环保,2010-09-21,"894,100,000","789,606,220",,,,0,0,华东,浙江,杭州市,D 水电煤气,www.zhefuet.com
002480,<a href='http://www.szse.cn/certificate/individual/index.html?code=002480' target='_blank'><u>新筑股份</u></a>,成都市新筑路桥机械股份有限公司,"Chengdu Xinzhu Road&Bridge Machinery Co.,LTD",四川省成都市四川新津工业园区,002480,新筑股份,2010-09-21,"655,614,000","638,832,600",,,,0,0,西南,四川,成都市,C 制造业,www.xinzhu.com
002481,<a href='http://www.szse.cn/certificate/individual/index.html?code=002481' target='_blank'><u>双塔食品</u></a>,烟台双塔食品股份有限公司,"YAN TAI SHUANG TA FOOD CO.,LTD,",山东省招远市金岭镇寨里,002481,双塔食品,2010-09-21,"1,263,390,000","1,127,127,650",,,,0,0,华东,山东,烟台市,C 制造业,www.shuangtafood.com
002482,<a href='http://www.szse.cn/certificate/individual/index.html?code=002482' target='_blank'><u>广田集团</u></a>,深圳广田集团股份有限公司,"SHENZHEN GRANDLAND GROUP CO.,LTD.",广东省深圳市罗湖区深南东路2098号,002482,广田集团,2010-09-29,"1,537,279,657","1,313,001,689",,,,0,0,华南,广东,深圳市,E 建筑业,www.szgt.com
002483,<a href='http://www.szse.cn/certificate/individual/index.html?code=002483' target='_blank'><u>润邦股份</u></a>,江苏润邦重工股份有限公司,"Jiangsu Rainbow Heavy Industries Co.,Ltd.",江苏省南通经济技术开发区振兴西路9号,002483,润邦股份,2010-09-29,"672,447,760","574,782,386",,,,0,0,华东,江苏,南通市,C 制造业,www.jiangsurhi.com
002484,<a href='http://www.szse.cn/certificate/individual/index.html?code=002484' target='_blank'><u>江海股份</u></a>,南通江海电容器股份有限公司,"Nantong Jianghai Capacitor Co.,Ltd.",江苏省南通市通州区平潮通扬南路79号,002484,江海股份,2010-09-29,"815,155,441","763,647,129",,,,0,0,华东,江苏,南通市,C 制造业,www.jianghai.com
002485,<a href='http://www.szse.cn/certificate/individual/index.html?code=002485' target='_blank'><u>希努尔</u></a>,希努尔男装股份有限公司,"Sinoer Men""s Wear Co.,Ltd.",山东省诸城市东环路58号,002485,希努尔,2010-10-15,"544,000,000","543,996,175",,,,0,0,华东,山东,潍坊市,C 制造业,www.sinoer.com
002486,<a href='http://www.szse.cn/certificate/individual/index.html?code=002486' target='_blank'><u>嘉麟杰</u></a>,上海嘉麟杰纺织品股份有限公司,Shanghai Challenge Textile Company Limited,上海市金山区亭林镇亭枫公路1918号,002486,嘉麟杰,2010-10-15,"832,000,000","832,000,000",,,,0,0,华东,上海,上海市,C 制造业,www.challenge-21c.com
002487,<a href='http://www.szse.cn/certificate/individual/index.html?code=002487' target='_blank'><u>大金重工</u></a>,辽宁大金重工股份有限公司,Dajin Heavy Industry Corporation,辽宁省阜新市新邱区新邱大街155号,002487,大金重工,2010-10-15,"552,200,000","532,596,091",,,,0,0,东北,辽宁,阜新市,C 制造业,www.dajin.cn
002488,<a href='http://www.szse.cn/certificate/individual/index.html?code=002488' target='_blank'><u>金固股份</u></a>,浙江金固股份有限公司,Zhejiang Jingu Company Limited,浙江省富阳市富春街道公园西路1181号,002488,金固股份,2010-10-21,"674,135,774","512,039,991",,,,0,0,华东,浙江,杭州市,C 制造业,www.jgwheel.com
002489,<a href='http://www.szse.cn/certificate/individual/index.html?code=002489' target='_blank'><u>浙江永强</u></a>,浙江永强集团股份有限公司,"YOTRIO GROUP CO., LTD",浙江省临海市前江南路1号,002489,浙江永强,2010-10-21,"2,175,736,503","1,870,424,099",,,,0,0,华东,浙江,台州市,C 制造业,www.yotrio.com
002490,<a href='http://www.szse.cn/certificate/individual/index.html?code=002490' target='_blank'><u>山东墨龙</u></a>,山东墨龙石油机械股份有限公司,"Shandong Molong Petroleum Machinery Co.,Ltd",山东省寿光市北环路99号,002490,山东墨龙,2010-10-21,"541,722,000","288,766,550",,,,0,0,华东,山东,潍坊市,C 制造业,www.molonggroup.com
002491,<a href='http://www.szse.cn/certificate/individual/index.html?code=002491' target='_blank'><u>通鼎互联</u></a>,通鼎互联信息股份有限公司,"TONGDING INTERCONNECTION INFORMATION CO.,LTD.",江苏省苏州市吴江区震泽镇八都经济开发区小平大道8号,002491,通鼎互联,2010-10-21,"1,261,553,144","1,175,794,758",,,,0,0,华东,江苏,苏州市,C 制造业,www.tdgd.com.cn
002492,<a href='http://www.szse.cn/certificate/individual/index.html?code=002492' target='_blank'><u>恒基达鑫</u></a>,珠海恒基达鑫国际化工仓储股份有限公司,"Zhuhai Winbase International Chemical Tank Terminal Co., Ltd.",广东省珠海市高栏港经济区南迳湾,002492,恒基达鑫,2010-11-02,"405,000,000","398,131,742",,,,0,0,华南,广东,珠海市,G 运输仓储,www.winbase-tank.com
002493,<a href='http://www.szse.cn/certificate/individual/index.html?code=002493' target='_blank'><u>荣盛石化</u></a>,荣盛石化股份有限公司,"RONGSHENG PETRO CHEMICAL CO., LTD.",浙江省杭州市萧山区益农镇红阳路98号,002493,荣盛石化,2010-11-02,"6,291,107,750","5,125,822,500",,,,0,0,华东,浙江,杭州市,C 制造业,www.cnrspc.com
002494,<a href='http://www.szse.cn/certificate/individual/index.html?code=002494' target='_blank'><u>华斯股份</u></a>,华斯控股股份有限公司,HUASI HOLDING COMPANY LIMITED,河北省沧州市肃宁县尚村镇,002494,华斯股份,2010-11-02,"385,560,818","295,020,162",,,,0,0,华北,河北,沧州市,C 制造业,www.huasiag.com
002495,<a href='http://www.szse.cn/certificate/individual/index.html?code=002495' target='_blank'><u>佳隆股份</u></a>,广东佳隆食品股份有限公司,"Guangdong Jialong Food Co., Ltd.",广东省普宁市池尾工业区上寮园256幢0138号,002495,佳隆股份,2010-11-02,"935,625,600","682,052,453",,,,0,0,华南,广东,揭阳市,C 制造业,www.gdjlfood.com
002496,<a href='http://www.szse.cn/certificate/individual/index.html?code=002496' target='_blank'><u>辉丰股份</u></a>,江苏辉丰生物农业股份有限公司,"JIANGSU HUIFENG BIO AGRICULTURE CO., LTD.",江苏省大丰市海洋经济开发区南区纬二路（王港闸南首）,002496,辉丰股份,2010-11-09,"1,507,479,136","946,512,030",,,,0,0,华东,江苏,盐城市,C 制造业,www.hfagro.com
002497,<a href='http://www.szse.cn/certificate/individual/index.html?code=002497' target='_blank'><u>雅化集团</u></a>,四川雅化实业集团股份有限公司,"Sichuan Yahua Industrial Group Co.,LTD",四川省雅安市经开区永兴大道南段99号,002497,雅化集团,2010-11-09,"960,000,000","814,848,773",,,,0,0,西南,四川,雅安市,C 制造业,www.scyahua.com
002498,<a href='http://www.szse.cn/certificate/individual/index.html?code=002498' target='_blank'><u>汉缆股份</u></a>,青岛汉缆股份有限公司,"Qingdao Hanhe Cable Co., Ltd",山东省青岛市崂山区九水东路628号,002498,汉缆股份,2010-11-09,"3,326,796,000","3,326,796,000",,,,0,0,华东,山东,青岛市,C 制造业,www.hanhe-cable.com
002499,<a href='http://www.szse.cn/certificate/individual/index.html?code=002499' target='_blank'><u>科林环保</u></a>,科林环保装备股份有限公司,"Kelin Environmental Protection Equipment,Inc.",江苏省苏州市吴江区高新路425号,002499,科林环保,2010-11-09,"189,000,000","188,984,175",,,,0,0,华东,江苏,苏州市,D 水电煤气,www.kelin-environment.com
002500,<a href='http://www.szse.cn/certificate/individual/index.html?code=002500' target='_blank'><u>山西证券</u></a>,山西证券股份有限公司,"SHANXI SECURITIES CO.,LTD.",山西省太原市府西街69号山西国际贸易中心东塔楼,002500,山西证券,2010-11-15,"2,828,725,153","2,828,725,153",,,,0,0,华北,山西,太原市,J 金融业,www.i618.com.cn;www.sxzq.com
002501,<a href='http://www.szse.cn/certificate/individual/index.html?code=002501' target='_blank'><u>利源精制</u></a>,吉林利源精制股份有限公司,"Jilin Liyuan Precision Manufacturing Co., Ltd.",吉林省辽源市西宁大路5729号,002501,利源精制,2010-11-17,"1,214,835,580","1,001,303,734",,,,0,0,东北,吉林,辽源市,C 制造业,www.liyuanlvye.com
002502,<a href='http://www.szse.cn/certificate/individual/index.html?code=002502' target='_blank'><u>骅威文化</u></a>,骅威文化股份有限公司,"HUAWEI  CULTURE  CO.,LTD",广东省汕头市澄海区澄华工业区玉亭路,002502,骅威文化,2010-11-17,"859,828,874","541,082,660",,,,0,0,华南,广东,汕头市,R 文化传播,www.huawei-stock.com
002503,<a href='http://www.szse.cn/certificate/individual/index.html?code=002503' target='_blank'><u>搜于特</u></a>,搜于特集团股份有限公司,"SOUYUTE GROUP CO.,LTD.",广东省东莞市道滘镇新鸿昌路1号,002503,搜于特,2010-11-17,"3,124,191,896","1,954,199,984",,,,0,0,华南,广东,东莞市,C 制造业,www.celucasn.com
002504,<a href='http://www.szse.cn/certificate/individual/index.html?code=002504' target='_blank'><u>弘高创意</u></a>,北京弘高创意建筑设计股份有限公司,"Beijing Honggao Creative Architectural Design Co., Ltd",北京市朝阳区来广营西路朝来高科技产业园7号楼,002504,弘高创意,2010-11-18,"1,025,800,523","414,548,971",,,,0,0,华北,北京,北京市,E 建筑业,www.jsdgme.com
002505,<a href='http://www.szse.cn/certificate/individual/index.html?code=002505' target='_blank'><u>大康农业</u></a>,湖南大康国际农业食品股份有限公司,"HUNAN DAKANG INTERNATIONAL FOOD & AGRICULTURE CO.,LTD",湖南省怀化市鹤城区鸭嘴岩工业园3栋,002505,大康农业,2010-11-18,"5,485,372,200","5,485,372,200",,,,0,0,华中,湖南,怀化市,A 农林牧渔,www.dakangmuye.com
002506,<a href='http://www.szse.cn/certificate/individual/index.html?code=002506' target='_blank'><u>协鑫集成</u></a>,协鑫集成科技股份有限公司,"GCL System Integration Technology Co., Ltd.",上海市奉贤区南桥镇江海经济园区,002506,协鑫集成,2010-11-18,"5,062,400,000","2,523,520,000",,,,0,0,华东,上海,上海市,C 制造业,www.gclsi.com
002507,<a href='http://www.szse.cn/certificate/individual/index.html?code=002507' target='_blank'><u>涪陵榨菜</u></a>,重庆市涪陵榨菜集团股份有限公司,"Chongqing Fuling Zhacai Group Co., Ltd.",重庆市涪陵区江北街道办事处二渡村一组,002507,涪陵榨菜,2010-11-23,"789,357,241","771,720,269",,,,0,0,西南,重庆,重庆市,C 制造业,www.flzc.com
002508,<a href='http://www.szse.cn/certificate/individual/index.html?code=002508' target='_blank'><u>老板电器</u></a>,杭州老板电器股份有限公司,"Hangzhou Robam Appliances Co., Ltd.",浙江省杭州余杭区余杭经济开发区临平大道592号,002508,老板电器,2010-11-23,"949,032,825","934,535,156",,,,0,0,华东,浙江,杭州市,C 制造业,www.robam.com
002509,<a href='http://www.szse.cn/certificate/individual/index.html?code=002509' target='_blank'><u>天广中茂</u></a>,天广中茂股份有限公司,"TianGuang ZhongMao Co.,Ltd.",福建省南安市成功科技开发区,002509,天广中茂,2010-11-23,"2,492,492,696","1,947,946,948",,,,0,0,华东,福建,泉州市,C 制造业,www.tianguang.com
002510,<a href='http://www.szse.cn/certificate/individual/index.html?code=002510' target='_blank'><u>天汽模</u></a>,天津汽车模具股份有限公司,"TIANJIN MOTOR DIES CO.,LTD.",天津自贸试验区（空港经济区）航天路77号,002510,天汽模,2010-11-25,"896,241,132","773,621,497",,,,0,0,华北,天津,天津市,C 制造业,www.tqm.com.cn
002511,<a href='http://www.szse.cn/certificate/individual/index.html?code=002511' target='_blank'><u>中顺洁柔</u></a>,中顺洁柔纸业股份有限公司,"C&S Paper Co., Ltd.",广东省中山市东升镇坦背胜龙村,002511,中顺洁柔,2010-11-25,"1,287,689,718","1,257,048,272",,,,0,0,华南,广东,中山市,C 制造业,www.zhongshungroup.com
002512,<a href='http://www.szse.cn/certificate/individual/index.html?code=002512' target='_blank'><u>达华智能</u></a>,中山达华智能科技股份有限公司,"TATWAH SMARTECH CO., LTD",广东省中山市小榄镇泰丰工业区水怡南路9号,002512,达华智能,2010-12-03,"1,095,386,132","692,856,702",,,,0,0,华南,广东,中山市,C 制造业,www.twh.com.cn
002513,<a href='http://www.szse.cn/certificate/individual/index.html?code=002513' target='_blank'><u>蓝丰生化</u></a>,江苏蓝丰生物化工股份有限公司,"Jiangsu Lanfeng Bio-chemical Co.,Ltd.",江苏省新沂经济开发区苏化路1号,002513,蓝丰生化,2010-12-03,"340,086,278","254,413,270",,,,0,0,华东,江苏,徐州市,C 制造业,www.jslanfeng.com
002514,<a href='http://www.szse.cn/certificate/individual/index.html?code=002514' target='_blank'><u>宝馨科技</u></a>,苏州宝馨科技实业股份有限公司,"SUZHOU BOAMAX TECHNOLOGIES GROUP CO.,LTD.",江苏省苏州高新区浒墅关经济开发区石阳路17号,002514,宝馨科技,2010-12-03,"554,034,264","388,005,184",,,,0,0,华东,江苏,苏州市,C 制造业,www.boamax.com
002515,<a href='http://www.szse.cn/certificate/individual/index.html?code=002515' target='_blank'><u>金字火腿</u></a>,金字火腿股份有限公司,"JINZI HAM CO.,LTD.",浙江省金华市工业园区金帆街1000号,002515,金字火腿,2010-12-03,"978,313,280","849,428,907",,,,0,0,华东,浙江,金华市,C 制造业,www.jinzichina.com
002516,<a href='http://www.szse.cn/certificate/individual/index.html?code=002516' target='_blank'><u>旷达科技</u></a>,旷达科技集团股份有限公司,"Kuangda  Technology Group Co., Ltd.",江苏省常州市武进区湖塘镇人民东路109号,002516,旷达科技,2010-12-07,"1,502,392,852","942,723,281",,,,0,0,华东,江苏,常州市,C 制造业,www.kuangdacn.com
002517,<a href='http://www.szse.cn/certificate/individual/index.html?code=002517' target='_blank'><u>恺英网络</u></a>,恺英网络股份有限公司,"KINGNET NETWORK CO.,LTD.",福建省泉州市经济技术开发区清濛园区美泰路36号,002517,恺英网络,2010-12-07,"2,152,517,634","874,467,306",,,,0,0,华东,福建,泉州市,I 信息技术,www.taiya.hk
002518,<a href='http://www.szse.cn/certificate/individual/index.html?code=002518' target='_blank'><u>科士达</u></a>,深圳科士达科技股份有限公司,"SHENZHEN KSTAR SCIENCE & TECHNOLOGY CO.,LTD",广东省深圳市南山区高新北区科技中二路软件园1栋4楼401、402室,002518,科士达,2010-12-07,"588,551,794","553,879,695",,,,0,0,华南,广东,深圳市,C 制造业,www.kstar.com.cn
002519,<a href='http://www.szse.cn/certificate/individual/index.html?code=002519' target='_blank'><u>银河电子</u></a>,江苏银河电子股份有限公司,"JIANG SU YIN HE ELECTRONICS CO.,LTD.",江苏省张家港市塘桥镇南环路188号,002519,银河电子,2010-12-07,"1,126,430,898","831,547,845",,,,0,0,华东,江苏,苏州市,C 制造业,www.yinhe.com
002520,<a href='http://www.szse.cn/certificate/individual/index.html?code=002520' target='_blank'><u>日发精机</u></a>,浙江日发精密机械股份有限公司,"Zhejiang RIFA Precision Machinery Co., Ltd.",浙江省新昌县七星街道日发数字科技园,002520,日发精机,2010-12-10,"554,088,969","497,368,379",,,,0,0,华东,浙江,绍兴市,C 制造业,www.rifapm.com
002521,<a href='http://www.szse.cn/certificate/individual/index.html?code=002521' target='_blank'><u>齐峰新材</u></a>,齐峰新材料股份有限公司,"QIFENG NEW MATERIAL CO.,LTD.",山东省淄博市临淄区朱台镇朱台路22号,002521,齐峰新材,2010-12-10,"494,685,819","425,292,848",,,,0,0,华东,山东,淄博市,C 制造业,www.qifeng.cn
002522,<a href='http://www.szse.cn/certificate/individual/index.html?code=002522' target='_blank'><u>浙江众成</u></a>,浙江众成包装材料股份有限公司,"Zhejiang Zhongcheng Packing Material Co., Ltd",浙江省嘉善县惠民街道泰山路1号,002522,浙江众成,2010-12-10,"905,779,387","847,822,328",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.zjzhongda.com
002523,<a href='http://www.szse.cn/certificate/individual/index.html?code=002523' target='_blank'><u>天桥起重</u></a>,株洲天桥起重机股份有限公司,"Zhuzhou Tianqiao Crane Co., Ltd.",湖南省株洲市石峰区田心北门,002523,天桥起重,2010-12-10,"1,416,640,800","1,175,003,619",,,,0,0,华中,湖南,株洲市,C 制造业,www.tqcc.cn
002524,<a href='http://www.szse.cn/certificate/individual/index.html?code=002524' target='_blank'><u>光正集团</u></a>,光正集团股份有限公司,"Guangzheng Group Co.,Ltd.",新疆维吾尔自治区乌鲁木齐经济技术开发区融合北路266号,002524,光正集团,2010-12-17,"503,332,800","481,939,290",,,,0,0,西北,新疆,乌鲁木齐市,D 水电煤气,www.gzss.cc
002526,<a href='http://www.szse.cn/certificate/individual/index.html?code=002526' target='_blank'><u>山东矿机</u></a>,山东矿机集团股份有限公司,"SHANDONG MINING MACHINERY GROUP CO., LTD.",山东省昌乐县开发区大沂路北段,002526,山东矿机,2010-12-17,"1,048,702,257","888,271,136",,,,0,0,华东,山东,潍坊市,C 制造业,www.skj.cc
002527,<a href='http://www.szse.cn/certificate/individual/index.html?code=002527' target='_blank'><u>新时达</u></a>,上海新时达电气股份有限公司,Shanghai STEP Electric Corporation,上海市嘉定区南翔镇新丰村新勤路289号,002527,新时达,2010-12-24,"620,178,814","421,517,293",,,,0,0,华东,上海,上海市,C 制造业,www.stepelevator.com
002528,<a href='http://www.szse.cn/certificate/individual/index.html?code=002528' target='_blank'><u>英飞拓</u></a>,深圳英飞拓科技股份有限公司,Shenzhen Infinova Limited,广东省深圳市龙华新区观澜高新技术产业园英飞拓厂房,002528,英飞拓,2010-12-24,"1,198,675,082","863,534,271",,,,0,0,华南,广东,深圳市,C 制造业,www.infinova.com.cn
002529,<a href='http://www.szse.cn/certificate/individual/index.html?code=002529' target='_blank'><u>海源机械</u></a>,福建海源自动化机械股份有限公司,"FUJIAN HAIYUAN AUTOMATIC EQUIPMENTS CO., LTD.",福建省福州市闽侯县荆溪镇铁岭北路2号,002529,海源机械,2010-12-24,"260,000,000","200,000,000",,,,0,0,华东,福建,福州市,C 制造业,www.haiyuan-group.com
002530,<a href='http://www.szse.cn/certificate/individual/index.html?code=002530' target='_blank'><u>金财互联</u></a>,金财互联控股股份有限公司,JC Finance & Tax Interconnect Holdings Ltd.,江苏省盐城市大丰区经济开发区南翔西路333号,002530,金财互联,2010-12-31,"785,186,964","338,566,675",,,,0,0,华东,江苏,盐城市,I 信息技术,www.fengdong.com
002531,<a href='http://www.szse.cn/certificate/individual/index.html?code=002531' target='_blank'><u>天顺风能</u></a>,天顺风能（苏州）股份有限公司,"Titan Wind Energy (Suzhou) Co.,LTD",江苏省苏州市太仓经济开发区宁波东路28号,002531,天顺风能,2010-12-31,"1,779,019,047","1,768,979,813",,,,0,0,华东,江苏,苏州市,C 制造业,www.titanwind.com.cn
002532,<a href='http://www.szse.cn/certificate/individual/index.html?code=002532' target='_blank'><u>新界泵业</u></a>,新界泵业集团股份有限公司,"SHIMGE PUMP INDUSTRY GROUP CO.,LTD.",浙江省温岭市大溪镇大洋城工业区,002532,新界泵业,2010-12-31,"515,315,300","390,108,741",,,,0,0,华东,浙江,台州市,C 制造业,www.shimge.com
002533,<a href='http://www.szse.cn/certificate/individual/index.html?code=002533' target='_blank'><u>金杯电工</u></a>,金杯电工股份有限公司,"Goldcup Electric Apparatus Co.,Ltd.",湖南省长沙市高新技术产业开发区东方红中路580号,002533,金杯电工,2010-12-31,"553,121,280","518,253,195",,,,0,0,华中,湖南,长沙市,C 制造业,www.gold-cup.cn
002534,<a href='http://www.szse.cn/certificate/individual/index.html?code=002534' target='_blank'><u>杭锅股份</u></a>,杭州锅炉集团股份有限公司,"Hangzhou Boiler Group Co., Ltd.",浙江省杭州市江干区大农港路1216号,002534,杭锅股份,2011-01-10,"739,391,850","726,916,335",,,,0,0,华东,浙江,杭州市,C 制造业,www.chinaboilers.com
002535,<a href='http://www.szse.cn/certificate/individual/index.html?code=002535' target='_blank'><u>林州重机</u></a>,林州重机集团股份有限公司,"Linzhou Heavy Machinery Group Co., Ltd.",河南省林州市产业集聚区凤宝大道与陵阳大道交叉口,002535,林州重机,2011-01-11,"801,683,074","569,040,270",,,,0,0,华中,河南,安阳市,C 制造业,www.lzzj.com
002536,<a href='http://www.szse.cn/certificate/individual/index.html?code=002536' target='_blank'><u>西泵股份</u></a>,河南省西峡汽车水泵股份有限公司,"Henan Province Xixia Automobile Water Pump Co.,Ltd.",河南省西峡县工业大道,002536,西泵股份,2011-01-11,"333,807,876","314,114,151",,,,0,0,华中,河南,南阳市,C 制造业,www.xixia-waterpump.com
002537,<a href='http://www.szse.cn/certificate/individual/index.html?code=002537' target='_blank'><u>海联金汇</u></a>,海联金汇科技股份有限公司,"HyUnion Holding Co.,Ltd.",山东省青岛即墨区青威路1626号,002537,海联金汇,2011-01-10,"1,251,350,095","1,169,047,536",,,,0,0,华东,山东,青岛市,C 制造业,www.haili.com.cn
002538,<a href='http://www.szse.cn/certificate/individual/index.html?code=002538' target='_blank'><u>司尔特</u></a>,安徽省司尔特肥业股份有限公司,"ANHUI SIERTE FERTILIZER INDUSTRY LTD.,COMPANY",安徽省宁国经济技术开发区,002538,司尔特,2011-01-18,"718,120,283","698,446,233",,,,0,0,华东,安徽,宁国市,C 制造业,www.sierte.com
002539,<a href='http://www.szse.cn/certificate/individual/index.html?code=002539' target='_blank'><u>云图控股</u></a>,成都云图控股股份有限公司,"Chengdu Wintrue Holding Co., Ltd.",四川省成都市新都工业开发区南二路,002539,云图控股,2011-01-18,"1,010,100,000","478,049,663",,,,0,0,西南,四川,成都市,C 制造业,www.wintrueholding.com
002540,<a href='http://www.szse.cn/certificate/individual/index.html?code=002540' target='_blank'><u>亚太科技</u></a>,江苏亚太轻合金科技股份有限公司,"Jiangsu Asia-Pacific Light Alloy Technology Co.,Ltd.",江苏省无锡市新吴区坊兴路8号,002540,亚太科技,2011-01-18,"1,270,529,500","718,982,997",,,,0,0,华东,江苏,无锡市,C 制造业,www.yatal.com；www.apalt.com
002541,<a href='http://www.szse.cn/certificate/individual/index.html?code=002541' target='_blank'><u>鸿路钢构</u></a>,安徽鸿路钢结构(集团)股份有限公司,"Anhui Honglu Steel Construction(Group) CO., LTD",安徽省合肥市双凤工业区,002541,鸿路钢构,2011-01-18,"523,718,853","369,524,687",,,,0,0,华东,安徽,合肥市,C 制造业,www.hong-lu.com
002542,<a href='http://www.szse.cn/certificate/individual/index.html?code=002542' target='_blank'><u>中化岩土</u></a>,中化岩土集团股份有限公司,"China Zhonghua Geotechnical Engineering Group Co., Ltd.",北京市大兴工业开发区科苑路13号1号楼,002542,中化岩土,2011-01-28,"1,811,000,000","798,453,425",,,,0,0,华北,北京,北京市,E 建筑业,www.cge.com.cn
002543,<a href='http://www.szse.cn/certificate/individual/index.html?code=002543' target='_blank'><u>万和电气</u></a>,广东万和新电气股份有限公司,"GUANGDONG VANWARD NEW ELECTRIC CO.,LTD",广东省佛山市顺德高新区(容桂)建业中路13号,002543,万和电气,2011-01-28,"572,000,000","485,261,075",,,,0,0,华南,广东,佛山市,C 制造业,www.vanward.com
002544,<a href='http://www.szse.cn/certificate/individual/index.html?code=002544' target='_blank'><u>杰赛科技</u></a>,广州杰赛科技股份有限公司,"GCI SCIENCE&TECHNOLOGY CO.,LTD.",广东省广州市新港中路381号,002544,杰赛科技,2011-01-28,"571,388,692","511,516,905",,,,0,0,华南,广东,广州市,I 信息技术,www.chinagci.com
002545,<a href='http://www.szse.cn/certificate/individual/index.html?code=002545' target='_blank'><u>东方铁塔</u></a>,青岛东方铁塔股份有限公司,"QINGDAO EAST STEEL TOWER STOCK CO.,LTD",山东省胶州市广州北路318号,002545,东方铁塔,2011-02-11,"1,291,154,187","618,449,535",,,,0,0,华东,山东,青岛市,C 制造业,www.qddftt.cn
002546,<a href='http://www.szse.cn/certificate/individual/index.html?code=002546' target='_blank'><u>新联电子</u></a>,南京新联电子股份有限公司,"Nanjing Xinlian Electronics Co., Ltd.",江苏省南京市江宁经济技术开发区利源北路66号,002546,新联电子,2011-02-11,"834,049,096","781,903,697",,,,0,0,华东,江苏,南京市,C 制造业,www.xldz.com
002547,<a href='http://www.szse.cn/certificate/individual/index.html?code=002547' target='_blank'><u>春兴精工</u></a>,苏州春兴精工股份有限公司,"SuZhou ChunXing Precision Mechanical CO.,LTD.",江苏省苏州市苏州工业园区唯亭镇浦田路2号,002547,春兴精工,2011-02-18,"1,128,057,168","797,978,418",,,,0,0,华东,江苏,苏州市,C 制造业,www.chunxing-group.com
002548,<a href='http://www.szse.cn/certificate/individual/index.html?code=002548' target='_blank'><u>金新农</u></a>,深圳市金新农科技股份有限公司,"Shenzhen Jinxinnong Technology Co.,Ltd.",广东省深圳市光明新区光明街道光电北路18号金新农大厦,002548,金新农,2011-02-18,"380,538,204","312,553,965",,,,0,0,华南,广东,深圳市,C 制造业,www.chengnong.com
002549,<a href='http://www.szse.cn/certificate/individual/index.html?code=002549' target='_blank'><u>凯美特气</u></a>,湖南凯美特气体股份有限公司,"HUNAN KAIMEITE GASES CO.,LTD.",湖南省岳阳市岳阳楼区七里山（巴陵石化化肥事业部西门）,002549,凯美特气,2011-02-18,"623,700,000","620,234,925",,,,0,0,华中,湖南,岳阳市,N 公共环保,www.china-kmt.cn
002550,<a href='http://www.szse.cn/certificate/individual/index.html?code=002550' target='_blank'><u>千红制药</u></a>,常州千红生化制药股份有限公司,"Changzhou Qianhong Bio-pharma Co.,Ltd",江苏省常州市新北区云河路518号,002550,千红制药,2011-02-18,"1,280,000,000","903,749,927",,,,0,0,华东,江苏,常州市,C 制造业,www.qhsh.com.cn
002551,<a href='http://www.szse.cn/certificate/individual/index.html?code=002551' target='_blank'><u>尚荣医疗</u></a>,深圳市尚荣医疗股份有限公司,"Shenzhen Glory Medical Co.,Ltd.",广东省深圳市龙岗区宝龙工业城宝龙5路2号尚荣科技工业园,002551,尚荣医疗,2011-02-25,"705,954,330","407,573,150",,,,0,0,华南,广东,深圳市,C 制造业,www.glory-medical.com.cn
002552,<a href='http://www.szse.cn/certificate/individual/index.html?code=002552' target='_blank'><u>*ST宝鼎</u></a>,宝鼎科技股份有限公司,"Baoding Technology Co., Ltd.",浙江省杭州余杭区塘栖镇工业园区内,002552,*ST宝鼎,2011-02-25,"306,232,338","200,148,944",,,,0,0,华东,浙江,杭州市,C 制造业,www.baoding-tech.com
